ID	SITE	SPECIES	FIRSTCEN	DEATHYEAR	HT83	HT84	HT85	HT86	HT87	HT88	HT89	HT90	HT91	HT92	HT93	HT94	HT95	HT96	HT97	HT98	HT99	HT00	HGRO8384	HGRO8485	HGRO8586	HGRO8687	HGRO8788	HGRO8889	HGRO8990	HGRO9091	HGRO9192	HGRO9293	HGRO9394	HGRO9495	HGRO9596	HGRO9697	HGRO9798	HGRO9899	HGRO9900	DIA83	DIA84	DIA85	DIA86	DIA87	DIA88	DIA89	DIA90	DIA91	DIA92	DIA93	DIA94	DIA95	DIA96	DIA97	DIA98	DIA99	DIA00	DGRO8384	DGRO8485	DGRO8586	DGRO8687	DGRO8788	DGRO8889	DGRO8990	DGRO9091	DGRO9192	DGRO9293	DGRO9394	DGRO9495	DGRO9596	DGRO9697	DGRO9798	DGRO9899	DGRO9900	HOW83	HOW84	HOW85	HOW86	HOW87	HOW88	HOW89	HOW90	HOW91	HOW92	HOW93	HOW94	HOW95	HOW96	HOW97	HOW98	HOW99	HOW00	HTMED83	HTMED84	HTMED85	HTMED86	HTMED87	HTMED88	HTMED89	HTMED90	HTMED91	HTMED92	HTMED93	HTMED94	HTMED95	HTMED96	HTMED97	HTMED98	HTMED99	HTMED00	DATE83	DATE84	DATE85	DATE86	DATE87	DATE88	DATE89	DATE90	DATE91	DATE92	DATE93	DATE94	DATE95	DATE96	DATE97	DATE98	DATE99	DATE00	STMCON84	STMCON85	STMCON86	STMCON87	STMCON88	STMCON89	STMCON90	STMCON91	STMCON92	STMCON93	STMCON94	STMCON95	STMCON96	STMCON97	STMCON98	STMCON99	STMCON00	CRNPO83	CRNPO84	CRNPO85	CRNPO86	CRNPO87	CRNPO88	CRNPO89	CRNPO90	CRNPO91	CRNPO92	CRNPO93	CRNPO94	CRNPO95	CRNPO96	CRNPO97	CRNPO98	CRNPO99	CRNPO00	CRNABV1	HAB83	HAB84	HAB85	HAB86	HAB87	HAB88	HAB89	HAB90	HAB91	HAB92	HAB93	HAB94	HAB95	HAB96	HAB97	HAB98	HAB99	HAB00
8193	CCC   600	HM	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	302	310	321	333	342	353	364	376	388	-999	-999	-999	-999	-999	-999	-999	-999	-999	8.6	10.8	11.6	9.1	10.5	10.5	13.1	11.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	300	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/27/1992	3/1/1993	3/8/1994	3/20/1995	3/15/1996	4/3/1997	4/22/1998	3/22/1999	3/28/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4.5	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
2300	CCC   600	SA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	229	254	275	292	313	332	354	371	384	-999	-999	-999	-999	-999	-999	-999	-999	-999	26.9	20.6	16.5	21.2	18.1	20.9	18.6	12.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/27/1992	3/1/1993	3/8/1994	3/20/1995	3/15/1996	4/3/1997	4/22/1998	3/22/1999	3/28/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	5	5	4	5	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
7188	CCC   600	HA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	340	346	350	355	360	366	370	375	380	-999	-999	-999	-999	-999	-999	-999	-999	-999	6.5	3.9	4.8	5.1	5.7	3.8	5.4	4.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/27/1992	3/1/1993	3/8/1994	3/20/1995	3/15/1996	4/3/1997	4/21/1998	3/22/1999	3/28/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2.25	2.25	2.25	2.5	2.5	2.5	2.5	2.5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
3404	CCC   600	BE	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1500	-999	-999	-999	9001	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/27/1992	3/1/1993	3/8/1994	3/20/1995	3/15/1996	4/3/1997	4/21/1998	3/22/1999	3/28/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4.5	5	5	5	5	5	5	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
60390	CCC   600	LA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1140	1246	1220	1228	1190	1216	1291	1220	1275	-999	-999	-999	-999	-999	-999	-999	-999	-999	114.1	-26	7.7	-38	24.9	71.1	-71	54	-999	-999	-999	-999	-999	-999	-999	-999	-999	75	82	83	86	87	89	92	92	100	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.5	1	2.9	1	1.9	2.8	0	7.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/30/1992	3/4/1993	3/8/1994	3/20/1995	3/18/1996	4/3/1997	4/23/1998	3/23/1999	3/29/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.5	2.5	2	1.5	1.5	1.5	1.5	2.75	2.5	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
8195	CCC   780	HM	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	250	251	264	261	259	265	266	273	267	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.1	13	-3	-2	5.7	1	7.7	-6	-999	-999	-999	-999	-999	-999	-999	-999	-999	11.2	11.2	11.3	11.4	11.4	11.4	11.4	11.4	11.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0.1	0.1	0	0	0	0	0.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	130M	130M	130M	130M	130M	130M	130M	130M	130M	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/24/1992	3/2/1993	3/3/1994	3/13/1995	3/12/1996	3/31/1997	4/15/1998	3/12/1999	3/23/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	D	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	3.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
4145	CCC   780	CI	1992	1994	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	113	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-187	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	14.7	23.2	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	130M	70M	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/24/1992	3/2/1993	3/3/1994	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.5	-999	-999	-999	-999	-999	-999	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	-999	-999	-999	-999	-999	-999
8194	CCL   710	HM	1992	1998	-999	-999	-999	-999	-999	-999	-999	-999	-999	94	104	114	97	90	37	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10.7	10	-17	-7	-53	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5.7	7.7	8.1	8.3	8.4	8.4	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.1	0.4	0.2	0.1	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	50M	50M	50M	50M	50M	50M	999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/17/1992	2/22/1993	2/21/1994	3/6/1995	3/6/1996	3/20/1997	4/1/1998	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	1.75	1.5	1.5	1.5	1.5	-999	-999	-999	2.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	-999	-999
99352	CEN   700	DP	1992	1997	-999	-999	-999	-999	-999	-999	-999	-999	-999	63	61	64	65	60	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-2	3	1	-5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4.2	4.4	4.4	4.7	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.2	0.2	0	0.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	40M	40M	40M	40M	999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/12/1992	1/25/1993	1/24/1994	1/26/1995	1/26/1996	2/19/1997	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.75	1.5	1.5	1.5	1.5	-999	-999	-999	-999	4.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	3.5	4	4	-999	-999	-999
99351	CES   830	DP	1992	1993	-999	-999	-999	-999	-999	-999	-999	-999	-999	55	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.7	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	-999	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/10/1992	1/22/1993	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	-999	-999	-999	-999	-999	-999	-999	-999	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	-999	-999	-999	-999	-999	-999	-999
7190	SOR   252	HA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	343	350	360	372	385	400	413	427	440	-999	-999	-999	-999	-999	-999	-999	-999	-999	7.6	10.1	11.4	13	14.3	12.4	15.3	12.8	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/30/1992	3/1/1993	2/25/1994	3/16/1995	3/15/1996	4/2/1997	4/21/1998	3/22/1999	3/28/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	3	4	4	4	4	3.5	3	3	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
3406	SSE  2250	BE	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	670	725	778	758	665	684	620	689	699	-999	-999	-999	-999	-999	-999	-999	-999	-999	57.7	53.3	-20	-93	17.5	-64	73.2	10	-999	-999	-999	-999	-999	-999	-999	-999	-999	54	57	58	60	60	60	61	61	61	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.1	1	1.9	0	0	1	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	2/21/1992	2/3/1993	2/1/1994	2/13/1995	2/2/1996	3/4/1997	3/3/1998	2/10/1999	2/10/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	D	RA	RA	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	2	2.5	2	2	2	2	2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	3	3.5	4	3	4	3	4	3	4
60391	SSO   110	LA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1475	1446	1500	1451	1465	1515	1520	1550	625	-999	-999	-999	-999	-999	-999	-999	-999	-999	-29	53.3	-49	14.1	47.8	4.8	31.6	-925	-999	-999	-999	-999	-999	-999	-999	-999	-999	93	93	95	96	99	101	102	102	103	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	2	1	3	1.9	1	0	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/31/1992	3/4/1993	3/9/1994	3/21/1995	3/18/1996	4/4/1997	4/23/1998	4/5/1999	3/30/2000	-999	-999	-999	-999	-999	-999	-999	-999	D	D	D	D	D	D	D	D	RA	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	2	2	2	2	2	2.5	2.5	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
99350	SSO   172	DP	1992	1995	-999	-999	-999	-999	-999	-999	-999	-999	-999	53	55	56	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.2	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.6	5	5	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	40M	40M	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	3/31/1992	3/5/1993	3/9/1994	3/21/1995	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	3	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	-999	-999	-999	-999	-999
3408	SSO   220	BE	1992	2000	-999	-999	-999	-999	-999	-999	-999	-999	-999	58	60	54	38	45	45	49	52	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.1	-6	-16	6.9	0	3.8	3.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.8	4	4	6.3	6.7	6.9	6.9	6.9	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.2	0	-999	0.4	0.2	0	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	40M	40M	10M	10M	10M	10M	10M	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	4/2/1992	3/8/1993	3/11/1994	3/23/1995	3/25/1996	4/8/1997	4/29/1998	4/7/1999	4/3/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	D	D	D	D	D	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	2	1.5	1.75	1.5	1.5	1.5	1.5	-999	2	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
3409	SSO   758	BE	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	617	618	619	620	624	626	628	635	636	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.1	1	1	3.9	2	1.9	7.5	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	300	300	300	300	300	300	300	300	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	4/7/1992	3/11/1993	3/16/1994	3/27/1995	4/8/1996	4/10/1997	5/5/1998	4/12/1999	4/5/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	5	4	4	4	4	4	4	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
2304	SSO   758	SA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	242	255	258	267	279	288	302	315	327	-999	-999	-999	-999	-999	-999	-999	-999	-999	14	3	8.7	11.6	9	13.1	13.9	12.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	4/7/1992	3/11/1993	3/16/1994	3/27/1995	4/8/1996	4/10/1997	5/5/1998	4/12/1999	4/5/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
60392	SSO   758	LA	1992	1996	-999	-999	-999	-999	-999	-999	-999	-999	-999	57	61	64	64	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.3	3	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.7	3.4	3.9	3.9	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.8	0.5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40M	40M	40M	40M	999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	4/7/1992	3/11/1993	3/16/1994	3/27/1995	4/8/1996	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	2	1.5	1.5	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	-999	-999	-999	-999
60393	SUA   200	LA	1992	1994	-999	-999	-999	-999	-999	-999	-999	-999	-999	30	31	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2.6	3.2	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.6	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	10M	10M	-999	-999	-999	-999	-999	-999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	4/13/1992	3/31/1993	4/6/1994	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	-999	-999	-999	-999	-999	-999
60389	SURA  900	LA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1166	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600T	-999	-999	-999	999	999	999	999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	5/27/1992	5/4/1993	5/19/1994	5/18/1995	5/16/1996	5/20/1997	6/15/1998	5/25/1999	5/19/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	5	5	5	5	5	5	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
7189	SURA  900	HA	1992	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1055	1059	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CIN	CIN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1300	1300	-999	-999	999	999	999	999	-999	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	5/27/1992	5/4/1993	5/19/1994	5/18/1995	5/16/1996	5/20/1997	6/15/1998	5/25/1999	5/19/2000	-999	-999	-999	-999	-999	-999	-999	-999	N	N	N	N	N	N	N	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	5	4.5	5	5	5	4.5	5	5	0	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	4	4	4	4	4	4	4	4
