ID	SITE	SPECIES	FIRSTCEN	DEATHYEAR	HT83	HT84	HT85	HT86	HT87	HT88	HT89	HT90	HT91	HT92	HT93	HT94	HT95	HT96	HT97	HT98	HT99	HT00	HGRO8384	HGRO8485	HGRO8586	HGRO8687	HGRO8788	HGRO8889	HGRO8990	HGRO9091	HGRO9192	HGRO9293	HGRO9394	HGRO9495	HGRO9596	HGRO9697	HGRO9798	HGRO9899	HGRO9900	DIA83	DIA84	DIA85	DIA86	DIA87	DIA88	DIA89	DIA90	DIA91	DIA92	DIA93	DIA94	DIA95	DIA96	DIA97	DIA98	DIA99	DIA00	DGRO8384	DGRO8485	DGRO8586	DGRO8687	DGRO8788	DGRO8889	DGRO8990	DGRO9091	DGRO9192	DGRO9293	DGRO9394	DGRO9495	DGRO9596	DGRO9697	DGRO9798	DGRO9899	DGRO9900	HOW83	HOW84	HOW85	HOW86	HOW87	HOW88	HOW89	HOW90	HOW91	HOW92	HOW93	HOW94	HOW95	HOW96	HOW97	HOW98	HOW99	HOW00	HTMED83	HTMED84	HTMED85	HTMED86	HTMED87	HTMED88	HTMED89	HTMED90	HTMED91	HTMED92	HTMED93	HTMED94	HTMED95	HTMED96	HTMED97	HTMED98	HTMED99	HTMED00	DATE83	DATE84	DATE85	DATE86	DATE87	DATE88	DATE89	DATE90	DATE91	DATE92	DATE93	DATE94	DATE95	DATE96	DATE97	DATE98	DATE99	DATE00	STMCON84	STMCON85	STMCON86	STMCON87	STMCON88	STMCON89	STMCON90	STMCON91	STMCON92	STMCON93	STMCON94	STMCON95	STMCON96	STMCON97	STMCON98	STMCON99	STMCON00	CRNPO83	CRNPO84	CRNPO85	CRNPO86	CRNPO87	CRNPO88	CRNPO89	CRNPO90	CRNPO91	CRNPO92	CRNPO93	CRNPO94	CRNPO95	CRNPO96	CRNPO97	CRNPO98	CRNPO99	CRNPO00	CRNABV1	HAB83	HAB84	HAB85	HAB86	HAB87	HAB88	HAB89	HAB90	HAB91	HAB92	HAB93	HAB94	HAB95	HAB96	HAB97	HAB98	HAB99	HAB00
99118	CCL   650	DP	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1510	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/28/1983	3/26/1984	3/12/1985	3/12/1986	2/25/1987	2/29/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/16/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/1/1999	3/9/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	4	5	5	5	4.5	5	5	4	4.5	5	4	4.5	4	4	4	5	5	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
60122	CCL   650	LA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1090	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	450	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/28/1983	3/26/1984	3/12/1985	3/12/1986	2/25/1987	2/29/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/16/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/1/1999	3/9/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	3	4	3.5	3.5	4	3.5	3	4	4	4	4	4	4	4	4	4	4	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5041	CCL   650	MG	1983	-999	-999	1014	1064	1079	1037	1090	1174	1140	1150	1090	1090	1092	1087	1120	1121	1126	1117	1111	-999	52.3	15	-42	52.4	83.5	-34	9.8	-60	0	2	-5	32.7	1	4.9	-9	-6	66	69	70	71	71	71	71	71	72	73	74	74	75	75	75	75	75	76	3.3	1	1	0	0	0	0	1	1	1.1	0	1	0	0	0	0	1	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	2/29/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/16/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/1/1999	3/9/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	2.5	2.5	1.5	2.25	2	2	2.25	1.75	1.5	1.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	0	2	4	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4
99130	CCL   650	DP	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1210	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	3/3/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/17/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/2/1999	3/9/2000	N	N	N	N	N	N	D	N	N	N	N	N	N	N	N	N	N	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
50135	CCL   650	MG	1983	1991	81	79	87	67	77	82	99	95	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-2	8.4	-20	10.4	4.9	17	-4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.3	4.3	4.7	5.2	5.2	5.7	5.7	5.5	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0.4	0.5	0	0.5	0	-0.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	40	40M	40M	40M	40M	40M	40M	40M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	3/3/1988	3/2/1989	3/6/1990	3/12/1991	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	N	N	N	N	N	D	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.5	1.5	1.5	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	2	4	4	4	4	4	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999
50136	CCL   650	MG	1983	-999	-999	513	518	523	541	539	551	565	470	500	522	552	549	561	571	572	566	590	-999	5.2	5	18.8	-2	12	13.8	-95	29.8	23.5	30	-3	11.9	9.6	1	-6	23.5	18.4	19.2	19.5	20.8	21.2	21	20.9	21.9	22.5	22.5	22.5	22.5	22.9	23.2	24	24	24.2	24.6	0.9	0.3	1.3	0.4	-0.2	-0.1	1	0.6	0	0	0	0.4	0.3	0.8	0	0.2	0.4	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	130	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	129M	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	3/3/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/17/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/2/1999	3/9/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	1.5	1.5	1.5	1.5	2	2	2	2	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	1.75	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
99163	CCL   650	DP	1983	1984	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	790	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	300	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/28/1983	3/28/1984	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	-999	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
7073	CCL   650	HA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	506	-999	-999	538	-999	519	528	537	544	550	556	561	569	576	580	585	587	589	-999	-999	-999	-999	-999	9	8.8	6.8	6	6.4	5	7.7	7	3.8	5	2.1	2	CIN	CIN	CIN	CIN	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	300	-999	600	600	600	600	600	600	600	600	600	600	600	600	600	4/28/1983	3/28/1984	3/12/1985	3/24/1986	2/20/1987	2/25/1988	2/22/1989	3/2/1990	3/11/1991	3/10/1992	2/15/1993	2/14/1994	2/27/1995	2/27/1996	3/17/1997	3/20/1998	2/26/1999	3/1/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	3.5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	3	4	4	4	3.5	4	4	4	4	4	4	4	4	4	4	4	4	4
60138	CCL   650	LA	1983	1999	-999	1098	1090	1137	1212	1063	628	680	690	725	720	728	754	755	759	765	-999	-999	-999	-8	47	78.2	-149	-435	51.4	9.8	34.9	-5	8	25.1	1	3.8	5.8	-999	-999	65	65	65	67	68	68	68	69	70	71	71	72	72	72	72	72	9003	-999	0	0	2	1	0	0	1	1	1	0	1	0	0	0	0	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	REV	-999	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	-999	-999	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	3/3/1988	3/2/1989	3/6/1990	3/13/1991	3/13/1992	2/17/1993	2/17/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/2/1999	7/7/1977	N	N	N	N	N	RA	D	D	D	RA	RA	RA	D	D	D	-999	-999	1.5	2	2	1.75	2	2.5	3	3	2.75	2.5	2.75	2.5	2	1.5	1.5	1.5	-999	-999	2	3	3	3	3.5	3.5	3	4	3.5	4	3	4	4	3	4	4	4	4	-999
7036	CCL   650	HA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	306	313	320	328	334	341	348	354	359	365	371	379	383	386	388	391	393	399	7.6	7.3	8	6.3	6.9	7	5.9	4.9	6	6.4	8	3.9	3	1.9	2.9	2.2	5.9	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	4/28/1983	3/28/1984	3/12/1985	3/12/1986	2/25/1987	3/3/1988	3/2/1989	3/6/1990	3/12/1991	3/13/1992	2/17/1993	2/17/1994	3/2/1995	3/4/1996	3/19/1997	3/30/1998	3/2/1999	3/9/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	3	3	3	3.5	3	3	4	3.5	4	4	4	4	3	4	3	3	3	0	3	3	3	3	4	4	3.5	4	4	4	4	4	4	4	4	4	4	4
8011	CCL   680	HM	1983	1986	38	42	44	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.4	2.1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.7	4.3	5.3	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.7	1	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0M	0M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/30/1983	3/28/1984	3/12/1985	3/13/1986	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	2	-999	5	5	5	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
5076	CCL   685	MG	1983	-999	-999	971	1078	1079	1142	1110	1135	1170	1200	1205	1180	1188	1230	1231	1260	1265	1273	1255	-999	111.9	1	64.6	-32	24.9	31.6	32.9	4.9	-25	8	43.7	0.9	27.9	4.8	8.6	-18	63	65	67	68	69	70	71	72	74	75	77	77	78	78	79	81	84	85	2.2	2.1	1	1	1	1	0.9	2.2	1	2.1	0	1	0	1	1.9	3.2	1	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	175	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	5/2/1983	3/28/1984	3/12/1985	3/13/1986	3/4/1987	3/4/1988	3/6/1989	4/14/1990	3/13/1991	3/18/1992	2/23/1993	2/22/1994	2/8/1995	3/6/1996	3/21/1997	4/2/1998	3/9/1999	3/17/2000	D	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	2.5	2.5	2.25	2.5	2.25	2.5	2.25	2	2	1.75	1.5	1.5	1.5	1.5	2	1.5	2	1	1.5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
9996	CCL   700	DP	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1070	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/26/1983	3/26/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/14/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	2/26/1999	3/1/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	5	5	5	5	5	5	5	5	4	4.5	4.5	4	4	4	4	4	4	0	3	4	5	5	5	5	4	4	4	4	4	5	5	4	4	4	5	5
8004	CCL   700	HM	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	980	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	400	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/26/1983	3/26/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/14/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	2/26/1999	3/1/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	5	4.5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5001	CCL   635	MG	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	534	537	539	543	544	546	545	550	550	551	553	554	555	556	558	560	561	562	3.3	2.2	3.9	1	2	-1	4.9	0	1	2.1	1	1	1	1.9	2	1.1	1	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	4/26/1983	3/26/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/14/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	2/26/1999	3/1/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	3	3	3	3.5	3	3	3	3.5	3.5	3	3	3	3	3	3	3	3	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
7013	CCL   700	HA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	619	625	629	633	633	635	636	639	639	642	643	645	-999	-999	-999	-999	-999	-999	6.5	4.4	3.9	0	2	1	3	0	3	1.1	2	-999	-999	-999	-999	-999	-999	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	-999	-999	-999	-999	-999	-999	600	450	450	450	450	450	450	450	450	450	450	450	-999	999	999	999	999	-999	4/26/1983	3/26/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/14/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	2/26/1999	3/1/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	3	3	3	4	3	3	3	3.5	4	4	4	4	4	4	3	4	4	4	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
6066	CCL   700	LA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	426	430	437	446	450	458	459	463	469	477	482	490	495	501	508	515	519	519	4.3	7.7	8.7	4.2	7.9	1	3.9	5.9	8	5.3	8	4.8	6	6.7	6.9	4.3	0	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	4/26/1983	3/27/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/16/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	2/26/1999	3/2/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	4	4	4	4	4	4	4	4.5	4	4	4	4	4	4	4	4	4	4	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
6081	CCL   700	LA	1983	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1170	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	DEN	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	600	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	999	999	999	999	-999	4/26/1983	3/27/1984	2/21/1985	3/7/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/16/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	3/1/1999	3/2/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	-999	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
50130	CCL   635	MG	1983	-999	321	400	514	561	620	706	718	727	738	760	767	822	804	778	810	815	829	824	86.1	125.3	44.9	62.2	83.9	12	8.9	10.8	21.9	7.5	55	-18	-26	30.6	4.9	14.9	-5	20.5	21.5	25.5	31.4	34	35.7	37	40.2	41	41	42	42	42	43	44	44	46	48	1.1	-0.1	5.6	2.7	1.7	1.3	3.2	0.8	1.8	1.1	0	0	1	1	0	2.1	2	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	CIN	130	128M	140D	140MD	140M	14OM	140M	140M	140M	140M	140M	140M	140M	140M	140M	140M	140M	140M	4/27/1983	3/27/1984	2/22/1985	3/11/1986	2/20/1987	2/29/1988	2/28/1989	3/5/1990	3/11/1991	3/11/1992	2/16/1993	2/16/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	3/1/1999	3/8/2000	D	M	M	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	2.75	2.75	2.5	3	2.5	2.5	2.5	2	2	1.5	1.5	1.5	1.5	2	1.5	1.5	1.5	2	3	3	3	3	3	3	3	3	3	3	3	4	4	4	3	4	4	3
50131	CCL   700	MG	1983	1986	30	33	35	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	3.3	2.2	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4.1	4.8	5.1	9003	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0.8	0.3	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	CAL	CAL	CAL	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	0	0	0M	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4/27/1983	3/27/1984	2/22/1985	3/11/1986	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	7/7/1977	N	N	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	1.5	1.5	1.75	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	4	3	4	4	4	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
50132	CCL   700	MG	1983	-999	24	25	27	39	42	48	56	59	63	72	81	90	96	102	107	124	134	160	1.1	2.2	11.5	3.2	5.9	7.9	3	3.9	9	9.6	9	5.8	6	4.8	16.8	10.6	25.9	4.8	4.6	5.8	7.3	8.3	7.5	7.9	4.6	5.7	5.7	6	6.8	7	7	7	7.8	10.5	12.6	-0.2	1.3	1.4	1.1	-0.8	0.4	0.5	1.1	0	0.3	0.8	0.2	0	0	0.8	2.9	2.1	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	0	0	0M	0M	0M	0M	0M	30M	30M	30M	30M	30M	30M	30M	30M	30M	30M	30M	4/27/1983	3/27/1984	2/22/1985	3/11/1986	2/20/1987	2/26/1988	2/28/1989	3/5/1990	3/12/1991	3/11/1992	2/16/1993	2/16/1994	2/28/1995	3/1/1996	3/18/1997	3/23/1998	3/1/1999	3/2/2000	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	2	1.75	2	1.75	2	1.5	1.5	1.75	1.5	1.5	1.5	1.5	1.5	1.5	1.5	2	1.75	1.5	3	2	3.5	4	3	3.5	4	3	4	4	4	4	4	4	4	4	4	4	4
